2.3,34.805,31.265,2.5,0.71255,-0.2389,0.4391,-0.083991,-0.27901,1.8151,-0.055676,-0.2638
2.4,34.805,31.265,2.5,0.71255,-0.2389,0.4391,-0.077283,-0.27361,1.8151,-0.065865,-0.27248
2.5,34.805,31.265,2.5,0.10895,-0.56772,-0.070257,-0.070805,-0.26101,1.8151,-0.073361,-0.28177
2.6,34.805,31.265,2.5,0.10895,-0.56772,-0.070257,-0.068861,-0.25723,1.8151,-0.078574,-0.28247
2.7,34.805,31.265,2.5,-0.25357,-0.53931,-0.45503,-0.074324,-0.26224,1.8151,-0.09072,-0.27886
2.8,34.805,31.265,2.5,-0.25357,-0.53931,-0.45503,-0.075963,-0.26375,1.8151,-0.10149,-0.27766
2.9,34.805,31.265,2.5,-0.10012,0.18354,-0.11655,-0.087661,-0.26488,1.8151,-0.10279,-0.27017
3,34.805,31.265,2.5,-0.10012,0.18354,-0.11655,-0.09117,-0.26522,1.8151,-0.092904,-0.25852
3.1,34.805,31.265,2.5,-0.47438,-0.031567,0.18239,-0.090523,-0.25667,1.8151,-0.092085,-0.23972
3.2,34.805,31.265,2.5,-0.47438,-0.031567,0.18239,-0.090329,-0.2541,1.8326,-0.092705,-0.23359
3.3,34.805,31.265,2.5,0.57897,0.58341,0.11503,-0.093396,-0.23649,1.8326,-0.093976,-0.24058
3.4,34.805,31.265,2.5,0.57897,0.58341,0.11503,-0.094317,-0.23121,1.8326,-0.089057,-0.25153
3.5,34.805,31.265,2.5,0.11639,0.20088,0.092855,-0.093889,-0.23582,1.85,-0.083649,-0.25539
3.6,34.805,31.265,2.5,0.11639,0.20088,0.092855,-0.093761,-0.2372,1.8326,-0.079495,-0.25932
3.7,34.805,31.265,2.5,-0.16534,-0.6069,0.21308,-0.086585,-0.2478,1.8151,-0.080564,-0.26702
3.8,34.805,31.265,2.5,-0.16534,-0.6069,0.21308,-0.084432,-0.25098,1.8151,-0.091545,-0.26648
3.9,34.805,31.265,2.5,-0.20007,-0.54813,-0.067571,-0.086101,-0.25418,1.8151,-0.10175,-0.27143
4,34.805,31.265,2.5,-0.20007,-0.54813,-0.067571,-0.086602,-0.25514,1.7977,-0.10283,-0.28325
4.1,34.805,31.265,2.5,0.34996,-0.21319,-0.58174,-0.097432,-0.26685,1.7977,-0.10403,-0.28753
4.2,34.805,31.265,2.5,0.34996,-0.21319,-0.58174,-0.10068,-0.27036,1.7977,-0.095323,-0.28656
4.3,34.805,31.265,2.5,-1.0228,0.21231,-0.047574,-0.095031,-0.28052,1.7977,-0.090083,-0.26892
4.4,34.805,31.265,2.5,-1.0228,0.21231,-0.047574,-0.093336,-0.28357,1.7802,-0.090114,-0.25099
4.5,34.805,31.265,2.5,-0.25989,0.2471,-0.093984,-0.088586,-0.2671,1.7802,-0.092445,-0.23804
4.6,34.805,31.265,2.5,-0.25989,0.2471,-0.093984,-0.08716,-0.26216,1.7628,-0.092837,-0.24114
4.7,34.805,31.265,2.5,0.61286,0.32591,0.037183,-0.092828,-0.24476,1.7453,-0.096915,-0.24317
4.8,34.805,31.265,2.5,0.61286,0.32591,0.037183,-0.094394,-0.2422,1.7453,-0.09269,-0.24754
4.9,34.805,31.265,2.5,-0.29056,0.35344,-0.097389,-0.092648,-0.24361,1.7279,-0.082892,-0.24553
5,34.805,31.265,2.5,-0.45236,-0.31206,0.22278,-0.088125,-0.2414,1.7104,-0.085365,-0.23477
5.1,34.805,31.265,2.5,-0.45236,-0.31206,0.22278,-0.086768,-0.24073,1.7104,-0.090834,-0.23468
5.2,34.805,31.265,2.5,0.26195,0.12775,0.039847,-0.08558,-0.23316,1.7279,-0.08561,-0.24226
5.3,34.805,31.265,2.5,0.26195,0.12775,0.039847,-0.085223,-0.23089,1.7279,-0.077921,-0.24869
5.4,34.805,31.265,2.5,-0.89739,-0.30856,-0.2441,-0.07795,-0.24225,1.7279,-0.062788,-0.25385
5.5,34.805,31.265,2.5,-0.89739,-0.30856,-0.2441,-0.075769,-0.24565,1.7453,-0.062112,-0.23172
5.6,34.805,31.265,2.5,0.31638,0.051886,0.13308,-0.062364,-0.23606,1.7279,-0.063428,-0.21934
5.7,34.805,31.265,2.5,0.31638,0.051886,0.13308,-0.058343,-0.23318,1.7279,-0.070478,-0.227
5.8,34.805,31.265,2.5,0.25465,0.0081536,-0.26025,-0.068822,-0.22555,1.7279,-0.079851,-0.24098
5.9,34.805,31.265,2.5,0.25465,0.0081536,-0.26025,-0.071966,-0.22326,1.7279,-0.090675,-0.23876
6,34.805,31.265,2.5,-0.46764,-0.0063572,-0.053973,-0.087906,-0.22527,1.7279,-0.10947,-0.22717
6.1,34.805,31.265,2.5,-0.46764,-0.0063572,-0.053973,-0.092689,-0.22587,1.7279,-0.11405,-0.22406
6.2,34.805,31.265,2.5,0.22704,0.13191,0.18262,-0.10544,-0.22118,1.7453,-0.11668,-0.23151
6.3,34.805,31.265,2.5,0.22704,0.13191,0.18262,-0.10927,-0.21977,1.7628,-0.10922,-0.25168
6.4,34.805,31.265,2.5,-0.45217,-0.10375,-0.069536,-0.11193,-0.23153,1.7802,-0.099651,-0.24921
6.5,34.805,31.265,2.5,-0.45217,-0.10375,-0.069536,-0.11273,-0.23506,1.8151,-0.089972,-0.25205
6.6,34.805,31.265,2.5,-0.47002,0.14202,0.26129,-0.094301,-0.24081,1.8326,-0.075915,-0.23151
6.7,34.805,31.265,2.5,-0.47002,0.14202,0.26129,-0.088773,-0.24254,1.8326,-0.070019,-0.22884
6.8,34.805,31.265,2.5,0.37959,-0.38484,-0.12728,-0.07721,-0.23433,1.8326,-0.079246,-0.23559
6.9,34.805,31.265,2.5,0.37959,-0.38484,-0.12728,-0.073741,-0.23187,1.8151,-0.093143,-0.23426
7,34.805,31.265,2.5,0.1442,0.58134,-0.51268,-0.087332,-0.22582,1.7977,-0.10915,-0.22585
7.1,34.805,31.265,2.5,0.1442,0.58134,-0.51268,-0.091409,-0.22401,1.7977,-0.11474,-0.22626
7.2,34.805,31.265,2.5,0.35772,0.83771,0.039515,-0.10514,-0.22483,1.7802,-0.10688,-0.23574
7.3,34.805,31.265,2.5,0.35772,0.83771,0.039515,-0.10926,-0.22507,1.7802,-0.090209,-0.23863
7.4,34.805,31.265,2.5,-0.77888,-0.62285,0.069648,-0.099952,-0.23412,1.7802,-0.085774,-0.23354
7.5,34.805,31.265,2.5,-0.77888,-0.62285,0.069648,-0.097159,-0.23683,1.7802,-0.092394,-0.23557
7.6,34.805,31.265,2.5,0.15108,-0.13482,0.023551,-0.092224,-0.23307,1.7802,-0.091336,-0.24165
7.7,34.805,31.265,2.5,0.15108,-0.13482,0.023551,-0.090744,-0.23194,1.7977,-0.084206,-0.24446
7.8,34.805,31.265,2.5,0.0092535,0.0023834,0.052478,-0.086695,-0.2408,1.7977,-0.069445,-0.25368
7.9,34.805,31.265,2.5,0.0092535,0.0023834,0.052478,-0.085481,-0.24346,1.8151,-0.059912,-0.24019
8,34.805,31.265,2.5,-1.074,-0.20644,-0.075283,-0.068637,-0.24078,1.8151,-0.062384,-0.21053
8.1,34.805,31.265,2.5,-1.074,-0.20644,-0.075283,-0.063584,-0.23998,1.8151,-0.066698,-0.21262
8.2,34.805,31.265,2.5,1.0893,0.041188,-0.0012302,-0.063818,-0.22068,1.8151,-0.074071,-0.22052
8.3,34.805,31.265,2.5,1.0893,0.041188,-0.0012302,-0.063888,-0.21489,1.7977,-0.084218,-0.21631
8.4,34.805,31.265,2.5,0.30864,0.25413,0.40321,-0.075014,-0.21277,1.7977,-0.090524,-0.2274
8.5,34.805,31.265,2.5,0.30864,0.25413,0.40321,-0.078352,-0.21214,1.7977,-0.093047,-0.25552
8.6,34.805,31.265,2.5,-0.52626,0.056951,-0.16275,-0.093716,-0.23163,1.8151,-0.093674,-0.26546
8.7,34.805,31.265,2.5,-0.52626,0.056951,-0.16275,-0.098325,-0.23747,1.8326,-0.091875,-0.27133
8.8,34.805,31.265,2.5,0.15237,-0.13763,-0.05593,-0.094602,-0.25801,1.85,-0.085578,-0.27628
8.9,34.805,31.265,2.5,0.15237,-0.13763,-0.05593,-0.093484,-0.26418,1.8675,-0.079914,-0.2699
9,34.805,31.265,2.5,0.46746,0.025589,0.3066,-0.086823,-0.26996,1.8675,-0.063382,-0.2907
9.1,34.805,31.265,2.5,0.46746,0.025589,0.3066,-0.084824,-0.2717,1.885,-0.052616,-0.27081
9.2,34.805,31.265,2.5,-1.5539,-0.86803,-0.38815,-0.067144,-0.27109,1.885,-0.064973,-0.24196
9.3,34.805,31.265,2.5,-1.5539,-0.86803,-0.38815,-0.06184,-0.2709,1.8675,-0.084433,-0.22697
9.4,34.805,31.265,2.5,1.4999,0.07518,0.020364,-0.069565,-0.2421,1.8326,-0.10735,-0.23494
9.5,34.805,31.265,2.5,1.4999,0.07518,0.020364,-0.071883,-0.23346,1.8151,-0.11614,-0.24861
9.6,34.805,31.265,2.5,-0.32377,0.40592,-0.1241,-0.098707,-0.23552,1.7977,-0.12714,-0.23904
9.7,34.805,31.265,2.5,-0.32377,0.40592,-0.1241,-0.10675,-0.23614,1.7977,-0.12351,-0.23673
9.8,34.805,31.265,2.5,-0.28483,0.26528,0.09297,-0.11545,-0.24208,1.7977,-0.12279,-0.24219
9.9,34.805,31.265,2.5,-0.28483,0.26528,0.09297,-0.11806,-0.24386,1.7977,-0.12089,-0.25925
10,34.805,31.265,2.5,-0.037822,0.11547,-0.14892,-0.12463,-0.24926,1.7977,-0.1134,-0.26759
10.1,34.805,31.265,2.5,0.053005,0.013816,-0.079102,-0.11919,-0.2598,1.8326,-0.10344,-0.2613
10.2,34.805,31.265,2.5,0.053005,0.013816,-0.079102,-0.1133,-0.26381,1.8326,-0.089742,-0.26802
10.3,34.805,31.265,2.5,-0.208,-0.1019,-0.053876,-0.096443,-0.26694,1.85,-0.086248,-0.25049
10.4,34.805,31.265,2.5,-0.208,-0.1019,-0.053876,-0.088387,-0.2672,1.85,-0.08685,-0.24708
10.5,34.805,31.265,2.5,0.36157,0.020108,-0.13331,-0.081772,-0.25536,1.85,-0.086343,-0.25993
10.6,34.805,31.265,2.5,0.36157,0.020108,-0.13331,-0.085523,-0.25088,1.8326,-0.093667,-0.25647
10.7,34.805,31.265,2.5,0.072021,0.2758,0.68687,-0.093149,-0.24975,1.8326,-0.10334,-0.24672
10.8,34.805,31.265,2.5,0.072021,0.2758,0.68687,-0.091938,-0.24647,1.8151,-0.11818,-0.25422
10.9,34.805,31.265,2.5,-0.65927,0.23033,-0.39666,-0.10351,-0.25421,1.8151,-0.12034,-0.27763
11,34.805,31.265,2.5,-0.65927,0.23033,-0.39666,-0.11072,-0.25915,1.8151,-0.11478,-0.26003
11.1,34.805,31.265,2.5,-0.073973,-0.0070963,-0.023238,-0.11022,-0.26193,1.8326,-0.097679,-0.25455
11.2,34.805,31.265,2.5,-0.073973,-0.0070963,-0.023238,-0.10379,-0.26559,1.85,-0.089054,-0.24049
11.3,34.805,31.265,2.5,0.67257,-0.46812,0.7107,-0.090029,-0.24825,1.85,-0.089111,-0.23111
11.4,34.805,31.265,2.5,0.67257,-0.46812,0.7107,-0.087977,-0.23935,1.8675,-0.093224,-0.24305
11.5,34.805,31.265,2.5,-0.46584,0.011158,-0.14868,-0.08627,-0.2358,1.885,-0.09208,-0.24041
11.6,34.805,31.265,2.5,-0.46584,0.011158,-0.14868,-0.086498,-0.23471,1.885,-0.10186,-0.2268
11.7,34.805,31.265,2.5,0.32982,0.4169,0.5154,-0.093286,-0.23103,1.885,-0.10705,-0.22829
11.8,34.805,31.265,2.5,0.32982,0.4169,0.5154,-0.097265,-0.22915,1.885,-0.11185,-0.25002
11.9,34.805,31.265,2.5,0.24104,0.41136,-0.30161,-0.10771,-0.2375,1.885,-0.11739,-0.27058
12,34.805,31.265,2.5,0.24104,0.41136,-0.30161,-0.11503,-0.24084,1.885,-0.12464,-0.27234
12.1,34.805,31.265,2.5,0.1818,0.3068,-0.025167,-0.12339,-0.2582,1.8675,-0.12496,-0.27217
12.2,34.805,31.265,2.5,0.1818,0.3068,-0.025167,-0.12369,-0.26558,1.85,-0.10978,-0.30644
12.3,34.805,31.265,2.5,-0.71613,-0.10718,-0.085502,-0.11857,-0.28386,1.85,-0.10295,-0.30825
12.4,34.805,31.265,2.5,-0.71613,-0.10718,-0.085502,-0.11622,-0.29098,1.85,-0.10528,-0.30694
12.5,34.805,31.265,2.5,0.29759,-0.63035,-0.23582,-0.11031,-0.30413,1.85,-0.117,-0.30954
12.6,34.805,31.265,2.5,0.29759,-0.63035,-0.23582,-0.10676,-0.30259,1.8326,-0.12579,-0.30665
12.7,34.805,31.265,2.5,0.13687,0.26172,0.084913,-0.11666,-0.3007,1.8326,-0.13026,-0.30401
12.8,34.805,31.265,2.5,0.13687,0.26172,0.084913,-0.1183,-0.30352,1.8326,-0.12099,-0.2983
12.9,34.805,31.265,2.5,-0.60795,0.27173,0.22349,-0.12174,-0.29879,1.8151,-0.1203,-0.28736
13,34.805,31.265,2.5,-0.60795,0.27173,0.22349,-0.1219,-0.29765,1.8326,-0.11767,-0.30084
13.1,34.805,31.265,2.5,-0.33407,0.25642,-0.22986,-0.1173,-0.29737,1.8326,-0.11463,-0.29902
13.2,34.805,31.265,2.5,-0.33407,0.25642,-0.22986,-0.11786,-0.29648,1.8326,-0.11724,-0.29417
13.3,34.805,31.265,2.5,0.23277,-0.19552,0.1393,-0.11642,-0.29665,1.8151,-0.12063,-0.28479
13.4,34.805,31.265,2.5,0.23277,-0.19552,0.1393,-0.11403,-0.29631,1.7977,-0.12115,-0.28254
13.5,34.805,31.265,2.5,0.047895,0.19192,-0.082129,-0.11402,-0.28937,1.7977,-0.11206,-0.27108
13.6,34.805,31.265,2.5,0.047895,0.19192,-0.082129,-0.11291,-0.28966,1.8151,-0.10684,-0.25853
13.7,34.805,31.265,2.5,0.37572,-0.45794,0.075663,-0.10699,-0.2759,1.7977,-0.10636,-0.25152
13.8,34.805,31.265,2.5,0.37572,-0.45794,0.075663,-0.10737,-0.27036,1.7977,-0.10613,-0.2529
13.9,34.805,31.265,2.5,0.48208,0.22444,0.4644,-0.10522,-0.25686,1.8151,-0.1057,-0.25658
14,34.805,31.265,2.5,0.48208,0.22444,0.4644,-0.10583,-0.25335,1.8151,-0.093049,-0.2512
14.1,34.805,31.265,2.5,-0.59564,0.4402,-0.0488,-0.10146,-0.25182,1.8151,-0.086999,-0.24206
14.2,34.805,31.265,2.5,-0.59564,0.4402,-0.0488,-0.09593,-0.25176,1.8326,-0.082755,-0.23508
14.3,34.805,31.265,2.5,0.26007,0.090906,-0.0035648,-0.085343,-0.24487,1.8151,-0.078804,-0.23852
14.4,34.805,31.265,2.5,0.26007,0.090906,-0.0035648,-0.086537,-0.24239,1.8151,-0.078811,-0.23779
14.5,34.805,31.265,2.5,0.40366,0.22277,0.26929,-0.083172,-0.23871,1.8151,-0.076223,-0.25336
14.6,34.805,31.265,2.5,0.40366,0.22277,0.26929,-0.084253,-0.23719,1.7977,-0.076684,-0.25895
14.7,34.805,31.265,2.5,-0.14555,0.11504,-0.14631,-0.082235,-0.2469,1.7802,-0.070568,-0.27301
14.8,34.805,31.265,2.5,-0.27146,-0.038684,0.44604,-0.077115,-0.26256,1.8151,-0.068921,-0.27429
14.9,34.805,31.265,2.5,-0.27146,-0.038684,0.44604,-0.075579,-0.26726,1.8151,-0.064278,-0.29205
15,34.805,31.265,2.5,-0.0079603,-0.79084,-0.32971,-0.072444,-0.27615,1.8326,-0.067747,-0.29142
15.1,34.805,31.265,2.5,-0.0079603,-0.79084,-0.32971,-0.071503,-0.27881,1.8326,-0.079058,-0.28614
15.2,34.805,31.265,2.5,-0.34603,0.27085,-0.031201,-0.074279,-0.28286,1.8151,-0.082782,-0.28752
15.3,34.805,31.265,2.5,-0.34603,0.27085,-0.031201,-0.075111,-0.28407,1.8326,-0.081455,-0.27347
15.4,34.805,31.265,2.5,-0.64209,0.021671,-0.12343,-0.077582,-0.27537,1.8326,-0.088763,-0.25329
15.5,34.805,31.265,2.5,-0.64209,0.021671,-0.12343,-0.078324,-0.27276,1.8326,-0.10184,-0.23552
15.6,34.805,31.265,2.5,1.4299,0.2643,-0.0033455,-0.093831,-0.24533,1.8151,-0.12142,-0.23172
15.7,34.805,31.265,2.5,1.4299,0.2643,-0.0033455,-0.098483,-0.2371,1.7802,-0.13076,-0.24567
15.8,34.805,31.265,2.5,-0.83458,0.57767,0.14765,-0.12057,-0.23822,1.7802,-0.12746,-0.23932
15.9,34.805,31.265,2.5,-0.83458,0.57767,0.14765,-0.12719,-0.23856,1.7802,-0.1286,-0.2352
16,34.805,31.265,2.5,0.059549,-0.3737,1.2065,-0.12798,-0.24381,1.7628,-0.13082,-0.25302
16.1,34.805,31.265,2.5,0.059549,-0.3737,1.2065,-0.12822,-0.24539,1.7628,-0.13725,-0.26584
16.2,34.805,31.265,2.5,0.77635,0.067696,-0.86493,-0.13633,-0.26135,1.7628,-0.13333,-0.28904
16.3,34.805,31.265,2.5,0.77635,0.067696,-0.86493,-0.13876,-0.26614,1.7628,-0.12393,-0.29786
16.4,34.805,31.265,2.5,-0.047301,-0.16106,-0.61566,-0.13046,-0.28958,1.7802,-0.11013,-0.30305
16.5,34.805,31.265,2.5,-0.047301,-0.16106,-0.61566,-0.12798,-0.29661,1.7802,-0.099512,-0.2908
16.6,34.805,31.265,2.5,-0.20944,0.18038,0.39539,-0.10703,-0.28774,1.7802,-0.099821,-0.25545
16.7,34.805,31.265,2.5,-0.20944,0.18038,0.39539,-0.10074,-0.28508,1.7802,-0.085661,-0.26069
16.8,34.805,31.265,2.5,0.74112,0.015865,-0.099981,-0.096518,-0.27384,1.7802,-0.082417,-0.27927
16.9,34.805,31.265,2.5,0.74112,0.015865,-0.099981,-0.095251,-0.27047,1.7628,-0.095529,-0.28291
17,34.805,31.265,2.5,-0.60472,-0.026686,-0.4199,-0.094539,-0.27449,1.7628,-0.10818,-0.2741
17.1,34.805,31.265,2.5,-0.60472,-0.026686,-0.4199,-0.094325,-0.27569,1.7628,-0.11303,-0.26652
17.2,34.805,31.265,2.5,-0.32107,-0.076647,0.65569,-0.10143,-0.27013,1.7628,-0.11939,-0.25096
17.3,34.805,31.265,2.5,-0.32107,-0.076647,0.65569,-0.10356,-0.26846,1.7628,-0.1277,-0.25931
17.4,34.805,31.265,2.5,0.55758,-0.5215,-0.30176,-0.11892,-0.26128,1.7453,-0.13599,-0.27042
17.5,34.805,31.265,2.5,0.55758,-0.5215,-0.30176,-0.12353,-0.25912,1.7453,-0.14201,-0.26615
17.6,34.805,31.265,2.5,-0.15354,-0.13356,-0.38478,-0.13328,-0.26016,1.7453,-0.15198,-0.24649
17.7,34.805,31.265,2.5,-0.15354,-0.13356,-0.38478,-0.13621,-0.26047,1.7279,-0.14809,-0.23268
17.8,34.805,31.265,2.5,0.47044,1.0954,0.44563,-0.14356,-0.25406,1.7279,-0.12783,-0.24718
17.9,34.805,31.265,2.5,0.47044,1.0954,0.44563,-0.14577,-0.25214,1.7453,-0.1106,-0.2418
18,34.805,31.265,2.5,-0.45279,0.22059,0.26123,-0.12951,-0.25081,1.7453,-0.09866,-0.2456
18.1,34.805,31.265,2.5,-0.45279,0.22059,0.26123,-0.12463,-0.25041,1.7453,-0.091875,-0.26482
18.2,34.805,31.265,2.5,-0.41384,-0.20557,-0.25319,-0.10897,-0.25633,1.7453,-0.093714,-0.25566
18.3,34.805,31.265,2.5,-0.41384,-0.20557,-0.25319,-0.10427,-0.25811,1.7453,-0.090731,-0.25123
18.4,34.805,31.265,2.5,0.37643,0.37967,0.58685,-0.094818,-0.26105,1.7628,-0.081366,-0.25874
18.5,34.805,31.265,2.5,0.37643,0.37967,0.58685,-0.091982,-0.26193,1.7628,-0.075319,-0.26104
18.6,34.805,31.265,2.5,0.11212,-0.46247,-0.15785,-0.08467,-0.26146,1.7802,-0.078534,-0.26627
18.7,34.805,31.265,2.5,0.11212,-0.46247,-0.15785,-0.082477,-0.26132,1.7802,-0.084247,-0.26658
18.8,34.805,31.265,2.5,0.49185,-0.57834,-0.13334,-0.079266,-0.26131,1.7802,-0.092282,-0.26309
18.9,34.805,31.265,2.5,0.49185,-0.57834,-0.13334,-0.078303,-0.26131,1.7802,-0.097118,-0.27851
19,34.805,31.265,2.5,-0.26941,0.29292,0.31752,-0.08801,-0.27061,1.7628,-0.099331,-0.26778
19.1,34.805,31.265,2.5,-0.26941,0.29292,0.31752,-0.090922,-0.2734,1.7628,-0.08892,-0.26961
19.2,34.805,31.265,2.5,0.52142,1.0348,0.276,-0.093992,-0.28205,1.7453,-0.066266,-0.29156
19.3,34.805,31.265,2.5,0.52142,1.0348,0.276,-0.094912,-0.28464,1.7802,-0.031638,-0.3093
19.4,34.805,31.265,2.5,-0.4705,0.078192,-1.073,-0.067389,-0.29804,1.7977,-0.018805,-0.29354
19.5,34.805,31.265,2.5,-0.17737,-1.6926,-0.044796,-0.045085,-0.29699,1.7802,-0.049535,-0.2659
19.6,34.805,31.265,2.5,-0.17737,-1.6926,-0.044796,-0.031216,-0.28123,1.7628,-0.095095,-0.24984
19.7,34.805,31.265,2.5,0.41074,0.83477,0.67104,-0.066482,-0.24474,1.7453,-0.12302,-0.21882
19.8,34.805,31.265,2.5,0.41074,0.83477,0.67104,-0.079467,-0.23818,1.7628,-0.12158,-0.22831
19.9,34.805,31.265,2.5,0.64385,-0.1596,-0.32589,-0.10404,-0.23067,1.7628,-0.11676,-0.24708
20,34.805,31.265,2.5,0.64385,-0.1596,-0.32589,-0.11861,-0.2344,1.7628,-0.11711,-0.24672
20.1,34.805,31.265,2.5,-0.52736,-0.31952,-0.068061,-0.11818,-0.24905,1.7628,-0.11117,-0.25214
20.2,34.805,31.265,2.5,-0.52736,-0.31952,-0.068061,-0.11327,-0.25394,1.7453,-0.11081,-0.22864
20.3,34.805,31.265,2.5,0.34052,1.1478,0.33528,-0.10721,-0.24796,1.7453,-0.091827,-0.23426
20.4,34.805,31.265,2.5,0.34052,1.1478,0.33528,-0.10772,-0.24996,1.7453,-0.074864,-0.24334
20.5,34.805,31.265,2.5,0.11248,-0.49292,-0.045747,-0.091185,-0.24837,1.7453,-0.071808,-0.24598
20.6,34.805,31.265,2.5,0.11248,-0.49292,-0.045747,-0.087829,-0.24351,1.7279,-0.080153,-0.25672
20.7,34.805,31.265,2.5,0.17232,0.22465,0.083738,-0.084669,-0.25018,1.7104,-0.085777,-0.25858
20.8,34.805,31.265,2.5,0.17232,0.22465,0.083738,-0.084689,-0.25168,1.7104,-0.081189,-0.27995
20.9,34.805,31.265,2.5,-0.44637,0.10077,0.048948,-0.08624,-0.2697,1.7104,-0.075217,-0.29339
21,34.805,31.265,2.5,-0.44637,0.10077,0.048948,-0.086656,-0.27662,1.7104,-0.071901,-0.3025
21.1,34.805,31.265,2.5,-0.042541,-0.72132,-0.53743,-0.085898,-0.29244,1.7104,-0.092816,-0.29788
21.2,34.805,31.265,2.5,-0.042541,-0.72132,-0.53743,-0.081693,-0.28977,1.7279,-0.10895,-0.29783
21.3,34.805,31.265,2.5,0.33539,-0.05208,0.22333,-0.096051,-0.29071,1.7279,-0.12195,-0.3016
21.4,34.805,31.265,2.5,0.33539,-0.05208,0.22333,-0.10057,-0.29508,1.7279,-0.11594,-0.29261
21.5,34.805,31.265,2.5,-0.6311,0.40321,0.4346,-0.11287,-0.29292,1.7104,-0.11493,-0.28178
21.6,34.805,31.265,2.5,-0.6311,0.40321,0.4346,-0.11546,-0.29456,1.7104,-0.11489,-0.28746
21.7,34.805,31.265,2.5,0.57637,0.13569,-0.077531,-0.11617,-0.29153,1.7104,-0.12175,-0.2975
21.8,34.805,31.265,2.5,0.57637,0.13569,-0.077531,-0.12031,-0.28971,1.693,-0.12147,-0.29735
21.9,34.805,31.265,2.5,-0.29975,0.3401,-0.21932,-0.12194,-0.29732,1.693,-0.11664,-0.29452
22,34.805,31.265,2.5,-0.29975,0.3401,-0.21932,-0.11841,-0.30174,1.693,-0.10984,-0.28829
22.1,34.805,31.265,2.5,-0.30327,-0.06078,-0.020337,-0.11107,-0.29727,1.693,-0.10293,-0.27134
22.2,34.805,31.265,2.5,-0.30327,-0.06078,-0.020337,-0.10948,-0.29475,1.693,-0.1071,-0.28577
22.3,34.805,31.265,2.5,0.44457,-0.373,0.18508,-0.10658,-0.28923,1.693,-0.11689,-0.29122
22.4,34.805,31.265,2.5,0.44457,-0.373,0.18508,-0.10839,-0.28466,1.7104,-0.11728,-0.29222
22.5,34.805,31.265,2.5,0.34476,0.37577,-0.25775,-0.11483,-0.28832,1.7279,-0.11147,-0.28976
22.6,34.805,31.265,2.5,0.34476,0.37577,-0.25775,-0.11465,-0.29288,1.7279,-0.099527,-0.29538
22.7,34.805,31.265,2.5,-0.41827,0.2714,0.01349,-0.10861,-0.29626,1.7453,-0.088859,-0.28709
